record_id,record_grain,circle,circle_short_name,region_name,state_name,city_name,pr_created_by,project_name,sub_project_name,project_id,site_id,site_name,site_type,technology,budget_category_name,natural_account,po_number,po_line_id,line_number,po_type,po_status,vendor_id,vendor_name,buyer_name,project_manager_name,po_date,delivery_start_date,delivery_end_date,need_by_date,promised_date,payment_terms,po_description,item_code,item_description,material_service,item_head,item_sub,item_sub_sub,uom,unit_price_inr,quantity_ordered,quantity_received_line_total,quantity_cancelled_line_total,quantity_billed_to_date,quantity_open_line_total,po_line_amount_inr,received_amount_line_total_inr,billed_amount_to_date_inr,open_po_amount_inr,line_closure_status,shipment_line_status_code,fulfilment_event_number,receipt_type,grn_service_entry_number,grn_service_entry_date,event_received_quantity,event_accepted_quantity,event_rejected_quantity,event_receipt_amount_inr,receipt_status,inspection_status,rfai_date,isq_short_status,isq_milestone,invoice_number,invoice_date,invoice_quantity,invoice_basic_amount_inr,invoice_tax_amount_inr,invoice_total_amount_inr,invoice_status,three_way_match_status,hold_reason,payment_status,payment_date,po_ageing_days,po_ageing_slab,delivery_delay_days,rfai_ageing_days,rfai_ageing_slab,invoice_ageing_days,invoice_ageing_slab,receipt_completion_pct,billing_completion_pct,delayed_po_flag,invoice_without_receipt_flag,overbilling_flag,closure_readiness_flag,wcc_status,amendment_status,as_of_date
REC-000610,PO_LINE_FULFILMENT_ALLOCATION,Rajasthan,RJ,North,Rajasthan,Jodhpur,Rohit Menon,Rajasthan 5G Network Expansion,Priority Sites,PRJ-5G-ROLLOUT-RJ-2025,RJ-JOD-4714,Jodhpur Site 4714,Small Cell,Transmission,OPEX,610140,PO-2025-00119,PO-2025-00119-003,3,Supply,Fully Fulfilled,V007,Orbit Fibre Networks Ltd,Rohit Menon,Rahul Deshmukh,2025-09-15,2025-10-11,2026-02-14,2025-12-12,2025-12-24,60 days from invoice,Supply PO for Lithium-Ion Battery Bank at Jodhpur Site 4714,MAT-BATT-LI,Lithium-Ion Battery Bank,Material,Power Equipment,Energy Storage,Battery Bank,SET,255700,2,2.0,0,1.74,0,511400,511400.0,444918.0,0,Fully Fulfilled,Fully Fulfilled,2,GRN,GRN-2025-000610,2025-11-20,0.15,0.15,0.0,38355.0,Accepted,Passed,2025-11-19,Completed,Installation Completed,INV-V007-2025-000610,2025-12-10,0.14,35798.0,6443.64,42241.64,Approved,Matched,,Overdue,,304,>180 days,-34,239,>180 days,218,>180 days,100.0,87.0,N,N,N,Y,Not Required,Under Amendment,2026-07-16
REC-000611,PO_LINE_FULFILMENT_ALLOCATION,Karnataka,KA,South,Karnataka,Hubballi,Meera Nair,Karnataka New Tower Rollout,Priority Sites,PRJ-TOWER-NEWBUILD-KA-2025,KA-HUB-7951,Hubballi Site 7951,Rooftop Tower,4G,CAPEX,540320,PO-2025-00120,PO-2025-00120-001,1,Supply,Finally Closed,V011,Radiant Antenna Technologies,Meera Nair,Vikram Singh,2025-10-26,2025-11-14,2026-03-29,2025-12-24,2025-12-30,30 days from invoice,Supply PO for Ground Based Tower Steel Structure at Hubballi Site 7951,MAT-TOWER-GBT,Ground Based Tower Steel Structure,Material,Passive Equipment,Tower,GBT Structure,MT,137700,71,71.0,0,55.49,0,9776700,9776700.0,7640973.0,0,Fully Fulfilled,Fully Fulfilled,1,GRN,GRN-2026-000611,2026-01-01,71.0,71.0,0.0,9776700.0,Accepted,Passed,2025-12-31,Accepted,Site Acceptance,INV-V011-2026-000611,2026-01-08,55.49,7640973.0,1375375.14,9016348.14,Paid,Matched,,Paid,2026-03-17,263,>180 days,2,197,>180 days,189,>180 days,100.0,78.15,N,N,N,Y,Not Required,Amended,2026-07-16
REC-000612,PO_LINE_FULFILMENT_ALLOCATION,Karnataka,KA,South,Karnataka,Hubballi,Meera Nair,Karnataka New Tower Rollout,Priority Sites,PRJ-TOWER-NEWBUILD-KA-2025,KA-HUB-4181,Hubballi Site 4181,IBS,4G/5G,CAPEX,540320,PO-2025-00120,PO-2025-00120-002,2,Supply,Partially Fulfilled,V011,Radiant Antenna Technologies,Meera Nair,Vikram Singh,2025-10-26,2025-11-14,2026-03-29,2026-02-25,2026-03-07,30 days from invoice,Supply PO for 5G Remote Radio Unit at Hubballi Site 4181,MAT-RRU-5G,5G Remote Radio Unit,Material,Active Equipment,Radio Equipment,5G RRU,EA,228200,32,23.25,0,11.44,8.75,7302400,5305650.0,2610608.0,1996750.0,Partially Fulfilled,Partially Fulfilled,1,GRN,GRN-2025-000612,2025-11-30,17.41,17.41,0.0,3972962.0,Accepted,Passed,2025-11-28,Accepted,Site Acceptance,INV-V011-2026-000612,2026-01-14,11.44,2610608.0,469909.44,3080517.44,Approved,Matched,,Overdue,,263,>180 days,-97,230,>180 days,183,>180 days,72.66,35.75,Y,N,N,N,Not Required,No Amendment,2026-07-16
REC-000613,PO_LINE_FULFILMENT_ALLOCATION,Karnataka,KA,South,Karnataka,Hubballi,Meera Nair,Karnataka New Tower Rollout,Priority Sites,PRJ-TOWER-NEWBUILD-KA-2025,KA-HUB-4181,Hubballi Site 4181,IBS,4G/5G,CAPEX,540320,PO-2025-00120,PO-2025-00120-002,2,Supply,Partially Fulfilled,V011,Radiant Antenna Technologies,Meera Nair,Vikram Singh,2025-10-26,2025-11-14,2026-03-29,2026-02-25,2026-03-07,30 days from invoice,Supply PO for 5G Remote Radio Unit at Hubballi Site 4181,MAT-RRU-5G,5G Remote Radio Unit,Material,Active Equipment,Radio Equipment,5G RRU,EA,228200,32,23.25,0,15.55,8.75,7302400,5305650.0,3548510.0,1996750.0,Partially Fulfilled,Partially Fulfilled,2,GRN,GRN-2026-000613,2026-05-17,5.84,5.84,0.0,1332688.0,Accepted,Passed,2026-05-13,Closed,Commissioning Complete,INV-V011-2026-000613,2026-06-12,4.11,937902.0,168822.36,1106724.36,Approved,Matched,,Due,,263,>180 days,71,64,61-90 days,34,31-60 days,72.66,48.59,Y,N,N,N,Not Required,No Amendment,2026-07-16
REC-000614,PO_LINE_FULFILMENT_ALLOCATION,Maharashtra,MH,West,Maharashtra,Nagpur,Rohit Menon,Maharashtra 5G Network Expansion,Phase 1 Urban,PRJ-5G-ROLLOUT-MH-2025,MH-NAG-2294,Nagpur Site 2294,Pole Site,4G/5G,OPEX,540320,PO-2025-00121,PO-2025-00121-001,1,Supply,Partially Fulfilled,V010,Pioneer Telecom Logistics,Rohit Menon,Kavita Joshi,2025-11-16,2025-11-29,2026-06-08,2026-03-12,2026-03-16,45 days from invoice,Supply PO for 15 kVA Diesel Generator at Nagpur Site 2294,MAT-DG-15KVA,15 kVA Diesel Generator,Material,Power Equipment,Backup Power,Diesel Generator,EA,353500,40,13.04,0,8.93,26.96,14140000,4609640.0,3156755.0,9530360.0,Partially Fulfilled,Partially Fulfilled,1,GRN,GRN-2026-000614,2026-02-16,11.11,11.11,0.0,3927385.0,Accepted,Passed,2026-02-13,Completed,Commissioning Complete,INV-V010-2026-000614,2026-03-28,8.93,3156755.0,568215.9,3724970.9,Approved,Matched,,Overdue,,242,>180 days,-28,153,91-180 days,110,91-180 days,32.6,22.32,Y,N,N,N,Not Required,No Amendment,2026-07-16
REC-000615,PO_LINE_FULFILMENT_ALLOCATION,Maharashtra,MH,West,Maharashtra,Nagpur,Rohit Menon,Maharashtra 5G Network Expansion,Phase 1 Urban,PRJ-5G-ROLLOUT-MH-2025,MH-NAG-2294,Nagpur Site 2294,Pole Site,4G/5G,OPEX,540320,PO-2025-00121,PO-2025-00121-001,1,Supply,Partially Fulfilled,V010,Pioneer Telecom Logistics,Rohit Menon,Kavita Joshi,2025-11-16,2025-11-29,2026-06-08,2026-03-12,2026-03-16,45 days from invoice,Supply PO for 15 kVA Diesel Generator at Nagpur Site 2294,MAT-DG-15KVA,15 kVA Diesel Generator,Material,Power Equipment,Backup Power,Diesel Generator,EA,353500,40,13.04,0,10.4,26.96,14140000,4609640.0,3676400.0,9530360.0,Partially Fulfilled,Partially Fulfilled,2,GRN,GRN-2026-000615,2026-03-13,1.93,1.8,0.13,636300.0,Partially Accepted,Passed with Rejection,2026-03-12,Accepted,Site Acceptance,INV-V010-2026-000615,2026-03-17,1.47,519645.0,93536.1,613181.1,On Hold,Matched,Rate variance,On Hold,,242,>180 days,-3,126,91-180 days,121,91-180 days,32.6,26.0,Y,N,N,N,Not Required,Amended,2026-07-16
REC-000616,PO_LINE_FULFILMENT_ALLOCATION,Maharashtra,MH,West,Maharashtra,Nagpur,Rohit Menon,Maharashtra 5G Network Expansion,Phase 1 Urban,PRJ-5G-ROLLOUT-MH-2025,MH-NAG-5201,Nagpur Site 5201,Pole Site,4G/5G,OPEX,540320,PO-2025-00121,PO-2025-00121-002,2,Supply,Partially Fulfilled,V010,Pioneer Telecom Logistics,Rohit Menon,Kavita Joshi,2025-11-16,2025-11-29,2026-06-08,2025-12-30,2026-01-11,45 days from invoice,Supply PO for Outdoor Telecom Cabinet at Nagpur Site 5201,MAT-ODC,Outdoor Telecom Cabinet,Material,Passive Equipment,Shelter,Outdoor Cabinet,EA,140300,11,5.4,0,3.24,5.6,1543300,757620.0,454572.0,785680.0,Partially Fulfilled,Partially Fulfilled,1,GRN,GRN-2025-000616,2025-12-23,4.56,4.56,0.0,639768.0,Accepted,Passed,2025-12-18,Accepted,Commissioning Complete,INV-V010-2026-000616,2026-01-07,3.24,454572.0,81822.96,536394.96,Paid,Matched,,Paid,2026-02-19,242,>180 days,-19,210,>180 days,190,>180 days,49.09,29.45,Y,N,N,N,Not Required,Amended,2026-07-16
REC-000617,PO_LINE_FULFILMENT_ALLOCATION,Maharashtra,MH,West,Maharashtra,Nagpur,Rohit Menon,Maharashtra 5G Network Expansion,Phase 1 Urban,PRJ-5G-ROLLOUT-MH-2025,MH-NAG-5201,Nagpur Site 5201,Pole Site,4G/5G,OPEX,540320,PO-2025-00121,PO-2025-00121-002,2,Supply,Partially Fulfilled,V010,Pioneer Telecom Logistics,Rohit Menon,Kavita Joshi,2025-11-16,2025-11-29,2026-06-08,2025-12-30,2026-01-11,45 days from invoice,Supply PO for Outdoor Telecom Cabinet at Nagpur Site 5201,MAT-ODC,Outdoor Telecom Cabinet,Material,Passive Equipment,Shelter,Outdoor Cabinet,EA,140300,11,5.4,0,3.99,5.6,1543300,757620.0,559797.0,785680.0,Partially Fulfilled,Partially Fulfilled,2,GRN,GRN-2025-000617,2025-12-09,0.84,0.84,0.0,117852.0,Accepted,Passed,2025-12-04,Closed,Installation Completed,INV-V010-2025-000617,2025-12-15,0.75,105225.0,18940.5,124165.5,Paid,Matched,,Paid,2026-02-04,242,>180 days,-33,224,>180 days,213,>180 days,49.09,36.27,Y,N,N,N,Not Required,Amended,2026-07-16
REC-000618,PO_LINE_FULFILMENT_ALLOCATION,Maharashtra,MH,West,Maharashtra,Nagpur,Rohit Menon,Maharashtra 5G Network Expansion,Phase 1 Urban,PRJ-5G-ROLLOUT-MH-2025,MH-NAG-5083,Nagpur Site 5083,IBS,5G,OPEX,540320,PO-2025-00121,PO-2025-00121-003,3,Supply,Fully Fulfilled,V010,Pioneer Telecom Logistics,Rohit Menon,Kavita Joshi,2025-11-16,2025-11-29,2026-06-08,2026-01-27,2026-02-02,45 days from invoice,Supply PO for Massive MIMO Antenna at Nagpur Site 5083,MAT-ANT-MIMO,Massive MIMO Antenna,Material,Active Equipment,Antenna,64T64R Antenna,EA,381700,2,2.0,0,1.22,0,763400,763400.0,465674.0,0,Fully Fulfilled,Fully Fulfilled,1,GRN,GRN-2026-000618,2026-01-05,1.26,1.26,0.0,480942.0,Accepted,Passed,2025-12-31,Closed,Commissioning Complete,INV-V010-2026-000618,2026-02-01,1.22,465674.0,83821.32,549495.32,Approved,Matched,,Overdue,,242,>180 days,-28,197,>180 days,165,91-180 days,100.0,61.0,N,N,N,Y,Not Required,No Amendment,2026-07-16
REC-000619,PO_LINE_FULFILMENT_ALLOCATION,Maharashtra,MH,West,Maharashtra,Nagpur,Rohit Menon,Maharashtra 5G Network Expansion,Phase 1 Urban,PRJ-5G-ROLLOUT-MH-2025,MH-NAG-5083,Nagpur Site 5083,IBS,5G,OPEX,540320,PO-2025-00121,PO-2025-00121-003,3,Supply,Fully Fulfilled,V010,Pioneer Telecom Logistics,Rohit Menon,Kavita Joshi,2025-11-16,2025-11-29,2026-06-08,2026-01-27,2026-02-02,45 days from invoice,Supply PO for Massive MIMO Antenna at Nagpur Site 5083,MAT-ANT-MIMO,Massive MIMO Antenna,Material,Active Equipment,Antenna,64T64R Antenna,EA,381700,2,2.0,0,1.69,0,763400,763400.0,645073.0,0,Fully Fulfilled,Fully Fulfilled,2,GRN,GRN-2026-000619,2026-04-30,0.74,0.69,0.05,263373.0,Partially Accepted,Passed with Rejection,2026-04-27,Completed,Material Delivered,INV-V010-2026-000619,2026-05-27,0.47,179399.0,32291.82,211690.82,Approved,Price Variance,,Due,,242,>180 days,87,80,61-90 days,50,31-60 days,100.0,84.5,N,N,N,Y,Not Required,No Amendment,2026-07-16
REC-000620,PO_LINE_FULFILMENT_ALLOCATION,Karnataka,KA,South,Karnataka,Mangaluru,Neha Kulkarni,Karnataka New Tower Rollout,Phase 2 Rural,PRJ-TOWER-NEWBUILD-KA-2025,KA-MAN-6344,Mangaluru Site 6344,Ground Based Tower,Transmission,CAPEX,540210,PO-2025-00122,PO-2025-00122-001,1,Service,Open,V014,Sahasra Telecom Projects,Neha Kulkarni,Vikram Singh,2025-09-20,2025-10-11,2025-11-11,2025-11-10,2025-11-17,60 days from invoice,Service PO for RF equipment installation and commissioning at Mangaluru Site 6344,SRV-RF-INSTALL,RF equipment installation and commissioning,Service,Installation Services,RF Installation,Commissioning,SITE,168100,35,0.00,0.00,0.00,35.00,5883500,0.00,0.00,5883500.00,Open - Unfulfilled,Open - Unfulfilled,1,Service Entry Sheet,,,0.00,0.00,0.00,0.00,Not Received,Not Applicable,,Not Started,PO Released,,,0.00,0.00,0.00,0.00,Not Invoiced,Not Applicable,,Not Due,,299,>180 days,-40,,,,,0.00,0.00,Y,N,N,N,Not Required,Under Amendment,2026-07-16
REC-000621,PO_LINE_FULFILMENT_ALLOCATION,Karnataka,KA,South,Karnataka,Mangaluru,Neha Kulkarni,Karnataka New Tower Rollout,Phase 2 Rural,PRJ-TOWER-NEWBUILD-KA-2025,KA-MAN-6344,Mangaluru Site 6344,Ground Based Tower,Transmission,CAPEX,540210,PO-2025-00122,PO-2025-00122-001,1,Service,Open,V014,Sahasra Telecom Projects,Neha Kulkarni,Vikram Singh,2025-09-20,2025-10-11,2025-11-11,2025-11-10,2025-11-17,60 days from invoice,Service PO for RF equipment installation and commissioning at Mangaluru Site 6344,SRV-RF-INSTALL,RF equipment installation and commissioning,Service,Installation Services,RF Installation,Commissioning,SITE,168100,35,0.00,0.00,0.00,35.00,5883500,0.00,0.00,5883500.00,Open - Unfulfilled,Open - Unfulfilled,2,Service Entry Sheet,,,0.00,0.00,0.00,0.00,Not Received,Not Applicable,,Not Started,PO Released,,,0.00,0.00,0.00,0.00,Not Invoiced,Not Applicable,,Not Due,,299,>180 days,-24,,,,,0.00,0.00,Y,N,N,N,Not Required,No Amendment,2026-07-16
REC-000622,PO_LINE_FULFILMENT_ALLOCATION,Karnataka,KA,South,Karnataka,Mangaluru,Neha Kulkarni,Karnataka New Tower Rollout,Phase 2 Rural,PRJ-TOWER-NEWBUILD-KA-2025,KA-MAN-0508,Mangaluru Site 0508,Ground Based Tower,5G,CAPEX,540210,PO-2025-00122,PO-2025-00122-002,2,Service,Open,V014,Sahasra Telecom Projects,Neha Kulkarni,Vikram Singh,2025-09-20,2025-10-11,2025-11-11,2025-11-29,2025-12-10,60 days from invoice,Service PO for Site acquisition and statutory liaison at Mangaluru Site 0508,SRV-SITE-ACQ,Site acquisition and statutory liaison,Service,Professional Services,Site Acquisition,Site Acquisition,SITE,248900,40,0.00,0.00,0.00,40.00,9956000,0.00,0.00,9956000.00,Open - Unfulfilled,Open - Unfulfilled,1,Service Entry Sheet,,,0.00,0.00,0.00,0.00,Not Received,Not Applicable,,Not Started,PO Released,,,0.00,0.00,0.00,0.00,Not Invoiced,Not Applicable,,Not Due,,299,>180 days,-72,,,,,0.00,0.00,Y,N,N,N,Approved,No Amendment,2026-07-16
REC-000623,PO_LINE_FULFILMENT_ALLOCATION,Karnataka,KA,South,Karnataka,Mangaluru,Neha Kulkarni,Karnataka New Tower Rollout,Phase 2 Rural,PRJ-TOWER-NEWBUILD-KA-2025,KA-MAN-0508,Mangaluru Site 0508,Ground Based Tower,5G,CAPEX,540210,PO-2025-00122,PO-2025-00122-002,2,Service,Open,V014,Sahasra Telecom Projects,Neha Kulkarni,Vikram Singh,2025-09-20,2025-10-11,2025-11-11,2025-11-29,2025-12-10,60 days from invoice,Service PO for Site acquisition and statutory liaison at Mangaluru Site 0508,SRV-SITE-ACQ,Site acquisition and statutory liaison,Service,Professional Services,Site Acquisition,Site Acquisition,SITE,248900,40,0.00,0.00,0.00,40.00,9956000,0.00,0.00,9956000.00,Open - Unfulfilled,Open - Unfulfilled,2,Service Entry Sheet,,,0.00,0.00,0.00,0.00,Not Received,Not Applicable,,Not Started,PO Released,,,0.00,0.00,0.00,0.00,Not Invoiced,Not Applicable,,Not Due,,299,>180 days,-23,,,,,0.00,0.00,Y,N,N,N,Not Required,No Amendment,2026-07-16
REC-000624,PO_LINE_FULFILMENT_ALLOCATION,Karnataka,KA,South,Karnataka,Mangaluru,Neha Kulkarni,Karnataka New Tower Rollout,Phase 2 Rural,PRJ-TOWER-NEWBUILD-KA-2025,KA-MAN-0336,Mangaluru Site 0336,Pole Site,4G/5G,CAPEX,540210,PO-2025-00122,PO-2025-00122-003,3,Service,Partially Fulfilled,V014,Sahasra Telecom Projects,Neha Kulkarni,Vikram Singh,2025-09-20,2025-10-11,2025-11-11,2025-12-19,2025-12-28,60 days from invoice,Service PO for Site acquisition and statutory liaison at Mangaluru Site 0336,SRV-SITE-ACQ,Site acquisition and statutory liaison,Service,Professional Services,Site Acquisition,Site Acquisition,SITE,242300,39,7.09,0.00,3.37,31.91,9449700,1717907.00,816551.00,7731793.00,Partially Fulfilled,Partially Fulfilled,1,Service Entry Sheet,SES-2025-000624,2025-10-29,7.09,7.09,0.00,1717907.00,Accepted,Passed,2026-02-12,Completed,Milestone Certified,INV-V014-2025-000624,2025-11-30,3.37,816551.00,146979.18,963530.18,Booked,Matched,,Overdue,,299,>180 days,48,154,91-180 days,228,>180 days,18.18,8.64,Y,N,N,N,Approved,No Amendment,2026-07-16
REC-000625,PO_LINE_FULFILMENT_ALLOCATION,Karnataka,KA,South,Karnataka,Mangaluru,Neha Kulkarni,Karnataka New Tower Rollout,Phase 2 Rural,PRJ-TOWER-NEWBUILD-KA-2025,KA-MAN-0336,Mangaluru Site 0336,Pole Site,4G/5G,CAPEX,540210,PO-2025-00122,PO-2025-00122-003,3,Service,Partially Fulfilled,V014,Sahasra Telecom Projects,Neha Kulkarni,Vikram Singh,2025-09-20,2025-10-11,2025-11-11,2025-12-19,2025-12-28,60 days from invoice,Service PO for Site acquisition and statutory liaison at Mangaluru Site 0336,SRV-SITE-ACQ,Site acquisition and statutory liaison,Service,Professional Services,Site Acquisition,Site Acquisition,SITE,242300,39,7.09,0.00,3.37,31.91,9449700,1717907.00,816551.00,7731793.00,Partially Fulfilled,Partially Fulfilled,2,Service Entry Sheet,,,0.00,0.00,0.00,0.00,Not Received,Not Applicable,,Not Started,PO Released,,,0.00,0.00,0.00,0.00,Not Invoiced,Not Applicable,,Not Due,,299,>180 days,-34,,,,,18.18,8.64,Y,N,N,N,Submitted,No Amendment,2026-07-16
REC-000626,PO_LINE_FULFILMENT_ALLOCATION,Karnataka,KA,South,Karnataka,Mangaluru,Neha Kulkarni,Karnataka New Tower Rollout,Phase 2 Rural,PRJ-TOWER-NEWBUILD-KA-2025,KA-MAN-4983,Mangaluru Site 4983,Rooftop Tower,4G/5G,CAPEX,540210,PO-2025-00122,PO-2025-00122-004,4,Service,Open,V014,Sahasra Telecom Projects,Neha Kulkarni,Vikram Singh,2025-09-20,2025-10-11,2025-11-11,2025-11-25,2025-12-08,60 days from invoice,Service PO for Optical fibre trenching and laying at Mangaluru Site 4983,SRV-OFC-LAY,Optical fibre trenching and laying,Service,Network Services,Fibre Deployment,OFC Laying,KM,73900,36,0,0,0,36,2660400,0,0,2660400,Open,Open,1,Service Entry Sheet,,,0,0,0,0,Not Received,Not Applicable,,Not Started,PO Released,,,0,0,0,0,Not Invoiced,Not Applicable,,Not Due,,299,>180 days,220,,,,,0.0,0.0,Y,N,N,N,Approved,No Amendment,2026-07-16
REC-000627,PO_LINE_FULFILMENT_ALLOCATION,Maharashtra,MH,West,Maharashtra,Nagpur,Neha Kulkarni,Maharashtra 5G Network Expansion,Priority Sites,PRJ-5G-ROLLOUT-MH-2026,MH-NAG-8060,Nagpur Site 8060,Pole Site,4G/5G,CAPEX,730110,PO-2026-00123,PO-2026-00123-001,1,Service,Fully Fulfilled,V014,Sahasra Telecom Projects,Neha Kulkarni,Arjun Patel,2026-02-06,2026-02-15,2026-04-12,2026-06-24,2026-07-04,90 days from invoice,Service PO for Tower erection and alignment service at Nagpur Site 8060,SRV-ERECTION,Tower erection and alignment service,Service,Installation Services,Tower Installation,Erection,SITE,234100,37,37.0,0,26.92,0,8661700,8661700.0,6301972.0,0,Fully Fulfilled,Fully Fulfilled,1,Service Entry Sheet,SES-2026-000627,2026-07-01,37.0,34.74,2.26,8132634.0,Partially Accepted,Passed with Rejection,2026-06-30,Closed,Milestone Certified,INV-V014-2026-000627,2026-07-04,26.92,6301972.0,1134354.96,7436326.96,Approved,Matched,,Due,,160,91-180 days,-3,16,0-30 days,12,0-30 days,100.0,72.76,N,N,N,Y,Submitted,No Amendment,2026-07-16
REC-000628,PO_LINE_FULFILMENT_ALLOCATION,Maharashtra,MH,West,Maharashtra,Nagpur,Neha Kulkarni,Maharashtra 5G Network Expansion,Priority Sites,PRJ-5G-ROLLOUT-MH-2026,MH-NAG-0920,Nagpur Site 0920,Pole Site,Transmission,CAPEX,730110,PO-2026-00123,PO-2026-00123-002,2,Service,Partially Fulfilled,V014,Sahasra Telecom Projects,Neha Kulkarni,Arjun Patel,2026-02-06,2026-02-15,2026-04-12,2026-03-04,2026-03-18,90 days from invoice,Service PO for Tower erection and alignment service at Nagpur Site 0920,SRV-ERECTION,Tower erection and alignment service,Service,Installation Services,Tower Installation,Erection,SITE,196500,24,14.92,0,1.04,9.08,4716000,2931780.0,204360.0,1784220.0,Partially Fulfilled,Partially Fulfilled,1,Service Entry Sheet,SES-2026-000628,2026-04-21,1.52,1.47,0.05,288855.0,Partially Accepted,Passed with Rejection,2026-04-19,Completed,Milestone Certified,INV-V014-2026-000628,2026-05-16,1.04,204360.0,36784.8,241144.8,Paid,Matched,,Paid,2026-07-14,160,91-180 days,34,88,61-90 days,61,61-90 days,62.17,4.33,Y,N,N,N,Not Required,No Amendment,2026-07-16
REC-000629,PO_LINE_FULFILMENT_ALLOCATION,Maharashtra,MH,West,Maharashtra,Nagpur,Neha Kulkarni,Maharashtra 5G Network Expansion,Priority Sites,PRJ-5G-ROLLOUT-MH-2026,MH-NAG-0920,Nagpur Site 0920,Pole Site,Transmission,CAPEX,730110,PO-2026-00123,PO-2026-00123-002,2,Service,Partially Fulfilled,V014,Sahasra Telecom Projects,Neha Kulkarni,Arjun Patel,2026-02-06,2026-02-15,2026-04-12,2026-03-04,2026-03-18,90 days from invoice,Service PO for Tower erection and alignment service at Nagpur Site 0920,SRV-ERECTION,Tower erection and alignment service,Service,Installation Services,Tower Installation,Erection,SITE,196500,24,14.92,0,13.92,9.08,4716000,2931780.0,2735280.0,1784220.0,Partially Fulfilled,Partially Fulfilled,2,Service Entry Sheet,SES-2026-000629,2026-02-20,13.4,13.4,0.0,2633100.0,Accepted,Passed,2026-02-19,Closed,Milestone Certified,INV-V014-2026-000629,2026-03-06,12.88,2530920.0,455565.6,2986485.6,Approved,Matched,,Overdue,,160,91-180 days,-26,147,91-180 days,132,91-180 days,62.17,58.0,Y,N,N,N,Not Required,No Amendment,2026-07-16
REC-000630,PO_LINE_FULFILMENT_ALLOCATION,Maharashtra,MH,West,Maharashtra,Nagpur,Neha Kulkarni,Maharashtra 5G Network Expansion,Priority Sites,PRJ-5G-ROLLOUT-MH-2026,MH-NAG-4800,Nagpur Site 4800,Small Cell,Transmission,CAPEX,730110,PO-2026-00123,PO-2026-00123-003,3,Service,Partially Fulfilled,V014,Sahasra Telecom Projects,Neha Kulkarni,Arjun Patel,2026-02-06,2026-02-15,2026-04-12,2026-06-25,2026-06-30,90 days from invoice,Service PO for Site acquisition and statutory liaison at Nagpur Site 4800,SRV-SITE-ACQ,Site acquisition and statutory liaison,Service,Professional Services,Site Acquisition,Site Acquisition,SITE,125100,10,5.39,0,0,4.61,1251000,674289.0,0,576711.0,Partially Fulfilled,Partially Fulfilled,1,Service Entry Sheet,,,0.0,0,0,0,Not Received,Not Applicable,,Not Started,PO Released,,,0,0,0,0,Not Invoiced,Not Applicable,,Not Due,,160,91-180 days,16,,,,,53.9,0.0,Y,N,N,N,Submitted,No Amendment,2026-07-16
REC-000631,PO_LINE_FULFILMENT_ALLOCATION,Maharashtra,MH,West,Maharashtra,Nagpur,Neha Kulkarni,Maharashtra 5G Network Expansion,Priority Sites,PRJ-5G-ROLLOUT-MH-2026,MH-NAG-4800,Nagpur Site 4800,Small Cell,Transmission,CAPEX,730110,PO-2026-00123,PO-2026-00123-003,3,Service,Partially Fulfilled,V014,Sahasra Telecom Projects,Neha Kulkarni,Arjun Patel,2026-02-06,2026-02-15,2026-04-12,2026-06-25,2026-06-30,90 days from invoice,Service PO for Site acquisition and statutory liaison at Nagpur Site 4800,SRV-SITE-ACQ,Site acquisition and statutory liaison,Service,Professional Services,Site Acquisition,Site Acquisition,SITE,125100,10,5.39,0,2.12,4.61,1251000,674289.0,265212.0,576711.0,Partially Fulfilled,Partially Fulfilled,2,Service Entry Sheet,SES-2026-000631,2026-06-13,3.26,3.26,0.0,407826.0,Accepted,Passed,2026-06-12,Closed,Milestone Certified,INV-V014-2026-000631,2026-07-15,2.12,265212.0,47738.16,312950.16,Approved,Matched,,Due,,160,91-180 days,-17,34,31-60 days,1,0-30 days,53.9,21.2,Y,N,N,N,Not Required,No Amendment,2026-07-16
REC-000632,PO_LINE_FULFILMENT_ALLOCATION,Maharashtra,MH,West,Maharashtra,Nagpur,Neha Kulkarni,Maharashtra 5G Network Expansion,Priority Sites,PRJ-5G-ROLLOUT-MH-2026,MH-NAG-4800,Nagpur Site 4800,Small Cell,Transmission,CAPEX,730110,PO-2026-00123,PO-2026-00123-003,3,Service,Partially Fulfilled,V014,Sahasra Telecom Projects,Neha Kulkarni,Arjun Patel,2026-02-06,2026-02-15,2026-04-12,2026-06-25,2026-06-30,90 days from invoice,Service PO for Site acquisition and statutory liaison at Nagpur Site 4800,SRV-SITE-ACQ,Site acquisition and statutory liaison,Service,Professional Services,Site Acquisition,Site Acquisition,SITE,125100,10,5.39,0,2.63,4.61,1251000,674289.0,329013.0,576711.0,Partially Fulfilled,Partially Fulfilled,3,Service Entry Sheet,SES-2026-000632,2026-04-27,0.62,0.62,0.0,77562.0,Accepted,Passed,2026-04-27,Accepted,Work Completion Confirmed,INV-V014-2026-000632,2026-05-19,0.51,63801.0,11484.18,75285.18,Paid,Matched,,Paid,2026-06-25,160,91-180 days,-64,80,61-90 days,58,31-60 days,53.9,26.3,Y,N,N,N,Approved,No Amendment,2026-07-16
